	source_pid	source_ptitle	target_pid	target_ptitle	mean_score	source_ptitle_de	target_ptitle_de	source_ptitle_fa	target_ptitle_fa	source_ptitle_fr	target_ptitle_fr	source_ptitle_it	target_ptitle_it	source_ptitle_ja	target_ptitle_ja	source_ptitle_pl	target_ptitle_pl	source_ptitle_ru	target_ptitle_ru
181	16095	Jimi_Hendrix	158879	George_Carlin	47.75	Jimi_Hendrix	George_Carlin	جیمی_هندریکس	جرج_کارلین	Jimi_Hendrix	George_Carlin	Jimi_Hendrix	George_Carlin	ジミ・ヘンドリックス	ジョージ・カーリン	Jimi_Hendrix	George_Carlin	Хендрикс,_Джими	Карлин,_Джордж
182	9316	England	18947898	Amnesty_International	47.75	England	Amnesty_International	انگلستان	عفو_بین‌الملل	Angleterre	Amnesty_International	Inghilterra	Amnesty_International	イングランド	アムネスティ・インターナショナル	Anglia	Amnesty_International	Англия	Amnesty_International
183	53316	Palace_of_Versailles	69123	Forbidden_City	47.0	Schloss_Versailles	Verbotene_Stadt	کاخ_ورسای	شهر_ممنوعه	Château_de_Versailles	Cité_interdite	Reggia_di_Versailles	Città_Proibita	ヴェルサイユ宮殿	紫禁城	Pałac_wersalski	Zakazane_Miasto	Версаль	Запретный_город
184	287713	United_States_Olympic_&_Paralympic_Committee	93729	World_Boxing_Organization	46.5	United_States_Olympic_Committee	World_Boxing_Organization	کمیته_المپیک_ایالات_متحده	سازمان_جهانی_بوکس	Comité_olympique_des_États-Unis	World_Boxing_Organization	Comitato_Olimpico_degli_Stati_Uniti	World_Boxing_Organization	アメリカオリンピック委員会	世界ボクシング機構		World_Boxing_Organization	Олимпийский_и_паралимпийский_комитет_США	Всемирная_боксёрская_организация
185	26748	Switzerland	172185	World_Economic_Forum	46.25	Schweiz	Weltwirtschaftsforum	سوئیس	مجمع_جهانی_اقتصاد	Suisse	Forum_économique_mondial	Svizzera	Forum_economico_mondiale	スイス	世界経済フォーラム	Szwajcaria	Światowe_Forum_Ekonomiczne	Швейцария	Всемирный_экономический_форум
186	16743	Karl_Marx	69680	Kurdistan_Workers'_Party	45.6	Karl_Marx	Arbeiterpartei_Kurdistans	کارل_مارکس	حزب_کارگران_کردستان	Karl_Marx	Parti_des_travailleurs_du_Kurdistan	Karl_Marx	Partito_dei_Lavoratori_del_Kurdistan	カール・マルクス	クルディスタン労働者党	Karl_Marx	Partia_Pracujących_Kurdystanu	Маркс,_Карл	Рабочая_партия_Курдистана
187	12058019	Hungarian_Natural_History_Museum	36787	Budapest	44.8	Ungarisches_Naturwissenschaftliches_Museum	Budapest		بوداپست	Musée_hongrois_des_sciences_naturelles	Budapest		Budapest	ハンガリー自然史博物館	ブダペスト		Budapeszt	Венгерский_музей_естественной_истории	Будапешт
188	22278	Ottoman_Empire	25391	Russia	44.75	Osmanisches_Reich	Russland	امپراتوری_عثمانی	روسیه	Empire_ottoman	Russie	Impero_ottomano	Russia	オスマン帝国	ロシア	Imperium_Osmańskie	Rosja	Османская_империя	Россия
189	21492751	Nelson_Mandela	2503	African_National_Congress	44.0	Nelson_Mandela	African_National_Congress	نلسون_ماندلا	کنگره_ملی_آفریقا	Nelson_Mandela	Congrès_national_africain	Nelson_Mandela	Congresso_Nazionale_Africano	ネルソン・マンデラ	アフリカ民族会議	Nelson_Mandela	Afrykański_Kongres_Narodowy	Мандела,_Нельсон	Африканский_национальный_конгресс
190	24217897	Mughal_Empire	14653	Iran	43.5	Mogulreich	Iran	امپراتوری_گورکانی	ایران	Empire_moghol	Iran	Moghul	Iran	ムガル帝国	イラン	Wielcy_Mogołowie	Iran	Империя_Великих_Моголов	Иран
191	17914	Ludwig_van_Beethoven	3354	Berlin	43.5	Ludwig_van_Beethoven	Berlin	لودویگ_فان_بتهوون	برلین	Ludwig_van_Beethoven	Berlin	Ludwig_van_Beethoven	Berlino	ルートヴィヒ・ヴァン・ベートーヴェン	ベルリン	Ludwig_van_Beethoven	Berlin	Бетховен,_Людвиг_ван	Берлин
192	284379	Cirque_du_Soleil	440878	New_York_City_Ballet	43.5	Cirque_du_Soleil	New_York_City_Ballet	سیرک_آفتاب		Cirque_du_Soleil	New_York_City_Ballet	Cirque_du_Soleil	New_York_City_Ballet	シルク・ドゥ・ソレイユ	ニューヨーク・シティ・バレエ団	Cirque_du_Soleil	New_York_City_Ballet	Cirque_du_Soleil	Нью-Йорк_Сити_балет
193	44240	Catherine_the_Great	22680	Oda_Nobunaga	43.0	Katharina_II.	Oda_Nobunaga	کاترین_دوم	اودا_نوبوناگا	Catherine_II	Oda_Nobunaga	Caterina_II_di_Russia	Oda_Nobunaga	エカチェリーナ2世_(ロシア皇帝)	織田信長	Katarzyna_II_Wielka	Nobunaga_Oda	Екатерина_II	Ода_Нобунага
194	32152	Ural_Mountains	325953	Pearl_River_(China)	42.2	Ural	Perlfluss	رشته‌کوه_اورال	رود_مروارید_(چین)	Oural	Rivière_des_Perles	Urali	Fiume_delle_Perle	ウラル山脈	珠江	Ural	Rzeka_Perłowa	Уральские_горы	Чжуцзян
195	15924	Julius_Caesar	26984	Sophocles	42.0	Gaius_Iulius_Caesar	Sophokles	ژولیوس_سزار	سوفوکل	Jules_César	Sophocle	Gaio_Giulio_Cesare	Sofocle	ガイウス・ユリウス・カエサル	ソポクレス	Gajusz_Juliusz_Cezar	Sofokles	Гай_Юлий_Цезарь	Софокл
196	418944	Glenn_Beck	70101	National_Rifle_Association	42.0	Glenn_Beck	National_Rifle_Association	گلن_بک	انجمن_ملی_سلاح	Glenn_Beck	National_Rifle_Association		National_Rifle_Association	グレン・ベック	全米ライフル協会		National_Rifle_Association	Бек,_Гленн	Национальная_стрелковая_ассоциация_США
197	31577	Tallinn	19004	Moscow	42.0	Tallinn	Moskau	تالین	مسکو	Tallinn	Moscou	Tallinn	Mosca_(Russia)	タリン	モスクワ	Tallinn	Moskwa	Таллин	Москва
198	352699	Shah_Rukh_Khan	408368	New_Line_Cinema	41.6	Shah_Rukh_Khan	New_Line_Cinema	شاهرخ_خان	نیو_لاین_سینما	Shahrukh_Khan	New_Line_Cinema	Shah_Rukh_Khan	New_Line_Cinema	シャー・ルク・カーン	ニュー・ライン・シネマ	Shah_Rukh_Khan	New_Line_Cinema	Хан,_Шахрух	New_Line_Cinema
199	42179	Mount_Everest	1037672	Grand_Teton	41.0	Mount_Everest	Grand_Teton	کوه_اورست		Everest	Grand_Teton	Everest	Grand_Teton	エベレスト	グランド・ティトン	Mount_Everest	Grand_Teton	Джомолунгма	
200	40379651	IBM	93825	Monsanto	40.8	IBM	Monsanto	آی‌بی‌ام	مونسانتو	IBM	Monsanto	IBM	Monsanto_Company	IBM	モンサント_(企業)	IBM	Monsanto	IBM	Monsanto_Company
201	265949	Qianlong_Emperor	54386	Philip_II_of_Spain	40.4	Qianlong	Philipp_II._(Spanien)	امپراتور_چیان‌لونگ	فلیپه_دوم	Qianlong	Philippe_II_(roi_d'Espagne)	Qianlong	Filippo_II_di_Spagna	乾隆帝	フェリペ2世_(スペイン王)	Qianlong	Filip_II_Habsburg	Цяньлун	Филипп_II_(король_Испании)
202	47905	Kolkata	9602	Edinburgh	40.2	Kalkutta	Edinburgh	کلکته	ادینبرا	Calcutta	Édimbourg	Calcutta	Edimburgo	コルカタ	エディンバラ	Kolkata	Edynburg	Калькутта	Эдинбург
203	10707	Fiji	30188	Tunisia	40.2	Fidschi	Tunesien	فیجی	تونس	Fidji	Tunisie	Figi	Tunisia	フィジー	チュニジア	Fidżi	Tunezja	Фиджи	Тунис
204	19985712	Small_Business_Administration	18173	List_of_libertarian_political_parties	39.25	Small_Business_Administration		اداره_کسب‌وکارهای_کوچک		Small_Business_Administration	Parti_libertarien	Agenzia_per_le_piccole_imprese						Управление_по_делам_малого_бизнеса_(США)	Список_либертарианских_политических_партий
205	25391	Russia	32908	Warsaw	38.5	Russland	Warschau	روسیه	ورشو	Russie	Varsovie	Russia	Varsavia	ロシア	ワルシャワ	Rosja	Warszawa	Россия	Варшава
206	3458	Belize	23033	Portugal	38.0	Belize	Portugal	بلیز	پرتغال	Belize	Portugal	Belize	Portogallo	ベリーズ	ポルトガル	Belize	Portugalia	Белиз	Португалия
207	44634	Tennessee_Williams	8300	Doris_Day	37.75	Tennessee_Williams	Doris_Day	تنسی_ویلیامز	دوریس_دی	Tennessee_Williams	Doris_Day	Tennessee_Williams	Doris_Day	テネシー・ウィリアムズ	ドリス・デイ	Tennessee_Williams	Doris_Day	Уильямс,_Теннесси	Дэй,_Дорис
208	93825	Monsanto	1907657	Dupont	37.25	Monsanto	Dupont	مونسانتو	دوپونت_(ابهام‌زدایی)	Monsanto	Dupont_ou_Dupond	Monsanto_Company	Dupont	モンサント_(企業)	デュポン_(曖昧さ回避)	Monsanto	Dupont	Monsanto_Company	Дюпон
209	307	Abraham_Lincoln	11914121	Rand_Paul	37.25	Abraham_Lincoln	Rand_Paul	آبراهام_لینکلن	رند_پال	Abraham_Lincoln	Rand_Paul	Abraham_Lincoln	Rand_Paul	エイブラハム・リンカーン	ランド・ポール	Abraham_Lincoln	Rand_Paul	Линкольн,_Авраам	Пол,_Рэнд
210	14984	International_Atomic_Energy_Agency	31956	United_Nations_Security_Council	36.8	Internationale_Atomenergie-Organisation	Sicherheitsrat_der_Vereinten_Nationen	آژانس_بین‌المللی_انرژی_اتمی	شورای_امنیت_سازمان_ملل_متحد	Agence_internationale_de_l'énergie_atomique	Conseil_de_sécurité_des_Nations_unies	Agenzia_internazionale_per_l'energia_atomica	Consiglio_di_sicurezza_delle_Nazioni_Unite	国際原子力機関	国際連合安全保障理事会	Międzynarodowa_Agencja_Energii_Atomowej	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	Международное_агентство_по_атомной_энергии	Совет_Безопасности_ООН
211	19058	Munich	340454	Leipzig_University	36.25	München	Universität_Leipzig	مونیخ	دانشگاه_لایپزیگ	Munich	Université_de_Leipzig	Monaco_di_Baviera	Università_di_Lipsia	ミュンヘン	ライプツィヒ大学	Monachium	Uniwersytet_w_Lipsku	Мюнхен	Лейпцигский_университет
212	13275	Hungary	737	Afghanistan	36.0	Ungarn	Afghanistan	مجارستان	افغانستان	Hongrie	Afghanistan	Ungheria	Afghanistan	ハンガリー	アフガニスタン	Węgry	Afganistan	Венгрия	Афганистан
213	469729	New_York_Mercantile_Exchange	48906	People's_Bank_of_China	35.5	New_York_Mercantile_Exchange	Chinesische_Volksbank	بورس_کالای_نیویورک		New_York_Mercantile_Exchange	Banque_populaire_de_Chine	NYMEX	Banca_Popolare_Cinese	ニューヨーク・マーカンタイル取引所	中国人民銀行		Bank_Ludowy_Chin	Нью-Йоркская_товарная_биржа	Народный_банк_Китая
214	15872	J._R._R._Tolkien	18598186	Stan_Lee	35.4	J._R._R._Tolkien	Stan_Lee	جی._آر._آر._تالکین	استن_لی	J._R._R._Tolkien	Stan_Lee	J._R._R._Tolkien	Stan_Lee	J・R・R・トールキン	スタン・リー	J.R.R._Tolkien	Stan_Lee	Толкин,_Джон_Рональд_Руэл	Ли,_Стэн
215	64962	Fred_Astaire	4802982	Ballets_Russes	35.2	Fred_Astaire	Ballets_Russes	فرد_آستر	باله_روس	Fred_Astaire	Ballets_russes	Fred_Astaire	Balletti_russi	フレッド・アステア	バレエ・リュス	Fred_Astaire	Ballets_Russes	Фред_Астер	Русские_сезоны
216	36487	Sparta	229765	Vatican_Museums	35.2	Sparta	Vatikanische_Museen	اسپارت	موزه‌های_واتیکان	Sparte	Musées_du_Vatican	Sparta	Musei_Vaticani	スパルタ	バチカン美術館	Sparta_(polis)	Muzea_Watykańskie	Спарта	Музеи_Ватикана
217	17123	Karachi	585629	Kyiv	34.75	Karatschi	Kiew	کراچی	کی200cیف	Karachi	Kiev	Karachi	Kiev	カラチ	キエフ	Karaczi	Kijów	Карачи	Киев
218	6293	Cairo	7515928	Iraq	34.6	Kairo	Irak	قاهره	عراق	Le_Caire	Irak	Il_Cairo	Iraq	カイロ	イラク	Kair	Irak	Каир	Ирак
219	11015252	Vladimir_Lenin	89659	Aeroflot	34.2	Wladimir_Iljitsch_Lenin	Aeroflot	ولادیمیر_لنین	آئروفلوت	Vladimir_Ilitch_Lénine	Aeroflot	Lenin	Aeroflot	ウラジーミル・レーニン	アエロフロート・ロシア航空	Włodzimierz_Lenin	Aerofłot	Ленин,_Владимир_Ильич	Аэрофлот_—_Российские_авиалинии
220	70718	Ivan_the_Terrible	31853	Uzbekistan	33.8	Iwan_IV._(Russland)	Usbekistan	ایوان_چهارم	ازبکستان	Ivan_le_Terrible	Ouzbékistan	Ivan_IV_di_Russia	Uzbekistan	イヴァン4世	ウズベキスタン	Iwan_IV_Groźny	Uzbekistan	Иван_Грозный	Узбекистан
221	63639	Volga	3010721	Soviet_Armed_Forces	33.6	Wolga	Streitkräfte_der_Sowjetunion	رود_ولگا		Volga	Armée_Rouge	Volga	Forze_armate_sovietiche	ヴォルガ川	ソビエト連邦軍	Wołga		Волга	Вооружённые_силы_СССР
222	12537	Guangzhou	48906	People's_Bank_of_China	33.5	Guangzhou	Chinesische_Volksbank	گوانگ‌ژو		Canton_(Chine)	Banque_populaire_de_Chine	Canton	Banca_Popolare_Cinese	広州市	中国人民銀行	Kanton_(Chiny)	Bank_Ludowy_Chin	Гуанчжоу	Народный_банк_Китая
223	3395	Gautama_Buddha	56615	Bangkok	33.4	Siddhartha_Gautama	Bangkok	گوتاما_بودا	بانکوک	Siddhartha_Gautama	Bangkok	Gautama_Buddha	Bangkok	釈迦	バンコク	Budda_Siakjamuni	Bangkok	Будда_Шакьямуни	Бангкок
224	32152	Ural_Mountains	63639	Volga	33.25	Ural	Wolga	رشته‌کوه_اورال	رود_ولگا	Oural	Volga	Urali	Volga	ウラル山脈	ヴォルガ川	Ural	Wołga	Уральские_горы	Волга
225	15852	John_Lennon	352699	Shah_Rukh_Khan	33.25	John_Lennon	Shah_Rukh_Khan	جان_لنون	شاهرخ_خان	John_Lennon	Shahrukh_Khan	John_Lennon	Shah_Rukh_Khan	ジョン・レノン	シャー・ルク・カーン	John_Lennon	Shah_Rukh_Khan	Леннон,_Джон	Хан,_Шахрух
226	287713	United_States_Olympic_&_Paralympic_Committee	72879	Toronto_Raptors	33.2	United_States_Olympic_Committee	Toronto_Raptors	کمیته_المپیک_ایالات_متحده	تورنتو_رپترز	Comité_olympique_des_États-Unis	Raptors_de_Toronto	Comitato_Olimpico_degli_Stati_Uniti	Toronto_Raptors	アメリカオリンピック委員会	トロント・ラプターズ		Toronto_Raptors	Олимпийский_и_паралимпийский_комитет_США	Торонто_Рэпторс
227	5884	Charles_Dickens	227696	Luciano_Pavarotti	33.0	Charles_Dickens	Luciano_Pavarotti	چارلز_دیکنز	لوچانو_پاواروتی	Charles_Dickens	Luciano_Pavarotti	Charles_Dickens	Luciano_Pavarotti	チャールズ・ディケンズ	ルチアーノ・パヴァロッティ	Charles_Dickens	Luciano_Pavarotti	Диккенс,_Чарльз	Паваротти,_Лучано
228	9288	Elvis_Presley	64673	Bruce_Willis	33.0	Elvis_Presley	Bruce_Willis	الویس_پرسلی	بروس_ویلیس	Elvis_Presley	Bruce_Willis	Elvis_Presley	Bruce_Willis	エルヴィス・プレスリー	ブルース・ウィリス	Elvis_Presley	Bruce_Willis	Пресли,_Элвис	Уиллис,_Брюс
229	5422144	Taylor_Swift	1485905	The_Mothers_of_Invention	32.25	Taylor_Swift	The_Mothers_of_Invention	تیلور_سوئیفت	مادرز_آو_اینونشن	Taylor_Swift	The_Mothers_of_Invention	Taylor_Swift	The_Mothers_of_Invention	テイラー・スウィフト	マザーズ・オブ・インヴェンション	Taylor_Swift	The_Mothers_of_Invention	Свифт,_Тейлор	The_Mothers_of_Invention
230	22614	Oscar_Wilde	31717	United_Kingdom	31.5	Oscar_Wilde	Vereinigtes_Königreich	اسکار_وایلد	بریتانیا	Oscar_Wilde	Royaume-Uni	Oscar_Wilde	Regno_Unito	オスカー・ワイルド	イギリス	Oscar_Wilde	Wielka_Brytania	Уайльд,_Оскар	Великобритания
231	5950	Columbus,_Ohio	69894	Wales	31.4	Columbus_(Ohio)	Wales	کلمبوس،_اوهایو	ولز	Columbus_(Ohio)	Pays_de_Galles	Columbus_(Ohio)	Galles	コロンバス_(オハイオ州)	ウェールズ	Columbus	Walia	Колумбус_(Огайо)	Уэльс
232	41188263	Madrid	37527	Alfa_Romeo	31.2	Madrid	Alfa_Romeo	مادرید	آلفا_رومئو	Madrid	Alfa_Romeo	Madrid	Alfa_Romeo	マドリード	アルファロメオ	Madryt	Alfa_Romeo	Мадрид	Alfa_Romeo
233	381075	Moscow_Kremlin	22278	Ottoman_Empire	31.2	Moskauer_Kreml	Osmanisches_Reich	کرملین_مسکو	امپراتوری_عثمانی	Kremlin_de_Moscou	Empire_ottoman	Cremlino_di_Mosca	Impero_ottomano	クレムリン	オスマン帝国	Kreml_moskiewski	Imperium_Osmańskie	Московский_Кремль	Османская_империя
234	1602349	University_of_the_Punjab	343949	Indian_Army	31.0	University_of_the_Punjab		دانشگاه_پنجاب	نیروی_زمینی_هند	Université_du_Pendjab_(Lahore)	Armée_de_terre_indienne		Esercito_dell'India		インド陸軍	University_of_the_Punjab	Indian_Army	Университет_Пенджаба	Сухопутные_войска_Индии
235	2346975	Ban_Ki-moon	19698110	UNICEF	31.0	Ban_Ki-moon	UNICEF	بان_کی‌مون	یونیسف	Ban_Ki-moon	Fonds_des_Nations_unies_pour_l'enfance	Ban_Ki-moon	Fondo_delle_Nazioni_Unite_per_l'infanzia	潘基文	国際連合児童基金	Ban_Ki-moon	Fundusz_Narodów_Zjednoczonych_na_rzecz_Dzieci	Пан_Ги_Мун	ЮНИСЕФ
236	21939	National_Security_Agency	512737	German_Army	30.4	National_Security_Agency	Heer_(Bundeswehr)	آژانس_امنیت_ملی	ارتش_آلمان	National_Security_Agency	Heer_(Bundeswehr)	National_Security_Agency	Heer_(Bundeswehr)	アメリカ国家安全保障局	ドイツ陸軍_(ドイツ連邦軍)	National_Security_Agency	Heer	Агентство_национальной_безопасности	Сухопутные_войска_Германии
237	33873	World_Trade_Organization	58236	United_States_Department_of_Homeland_Security	30.2	Welthandelsorganisation	Ministerium_für_Innere_Sicherheit_der_Vereinigten_Staaten	سازمان_تجارت_جهانی	وزارت_امنیت_میهن_ایالات_متحده_آمریکا	Organisation_mondiale_du_commerce	Département_de_la_Sécurité_intérieure_des_États-Unis	Organizzazione_mondiale_del_commercio	Dipartimento_della_sicurezza_interna_degli_Stati_Uniti_d'America	世界貿易機関	アメリカ合衆国国土安全保障省	Światowa_Organizacja_Handlu	Departament_Bezpieczeństwa_Krajowego_Stanów_Zjednoczonych	Всемирная_торговая_организация	Министерство_внутренней_безопасности
238	21139	North_America	778188	Conagra_Brands	30.0	Nordamerika	Conagra_Brands	آمریکای_شمالی	کنگارا_برندس	Amérique_du_Nord	ConAgra_Foods	America_del_Nord	Conagra_Brands	北アメリカ	コーンアグラ・ブランズ	Ameryka_Północna	Conagra_Brands	Северная_Америка	
239	1339400	Federal_Highway_Administration	450053	Habitat_for_Humanity	30.0	Federal_Highway_Administration	Habitat_for_Humanity	مدیریت_بزرگراه‌های_فدرال		Federal_Highway_Administration	Habitat_for_Humanity_International						Habitat_for_Humanity		Habitat_for_Humanity_International
240	5058739	Sweden	3391396	Istanbul	29.6	Schweden	Istanbul	سوئد	استانبول	Suède	Istanbul	Svezia	Istanbul	スウェーデン	イスタンブール	Szwecja	Stambuł	Швеция	Стамбул
241	645042	New_York_City	37988	United_States_National_Guard	29.4	New_York_City		نیویورک		New_York		New_York		ニューヨーク		Nowy_Jork		Нью-Йорк	
242	17546	Louvre	340454	Leipzig_University	29.0	Louvre	Universität_Leipzig	لوور	دانشگاه_لایپزیگ	Musée_du_Louvre	Université_de_Leipzig	Museo_del_Louvre	Università_di_Lipsia	ルーヴル美術館	ライプツィヒ大学	Luwr	Uniwersytet_w_Lipsku	Лувр	Лейпцигский_университет
243	18603746	Beijing	15147	International_Olympic_Committee	29.0	Peking	Internationales_Olympisches_Komitee	پکن	کمیته_بین‌المللی_المپیک	Pékin	Comité_international_olympique	Pechino	Comitato_Olimpico_Internazionale	北京市	国際オリンピック委員会	Pekin	Międzynarodowy_Komitet_Olimpijski	Пекин	Международный_олимпийский_комитет
244	3747	Bill_Gates	18701436	Tumblr	28.8	Bill_Gates	Tumblr	بیل_گیتس	تامبلر	Bill_Gates	Tumblr	Bill_Gates	Tumblr	ビル・ゲイツ	Tumblr	Bill_Gates	Tumblr	Гейтс,_Билл	Tumblr
245	31956	United_Nations_Security_Council	172185	World_Economic_Forum	28.6	Sicherheitsrat_der_Vereinten_Nationen	Weltwirtschaftsforum	شورای_امنیت_سازمان_ملل_متحد	مجمع_جهانی_اقتصاد	Conseil_de_sécurité_des_Nations_unies	Forum_économique_mondial	Consiglio_di_sicurezza_delle_Nazioni_Unite	Forum_economico_mondiale	国際連合安全保障理事会	世界経済フォーラム	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	Światowe_Forum_Ekonomiczne	Совет_Безопасности_ООН	Всемирный_экономический_форум
246	72895	Phoenix_Suns	93729	World_Boxing_Organization	28.4	Phoenix_Suns	World_Boxing_Organization	فینیکس_سانز	سازمان_جهانی_بوکس	Suns_de_Phoenix	World_Boxing_Organization	Phoenix_Suns	World_Boxing_Organization	フェニックス・サンズ	世界ボクシング機構	Phoenix_Suns	World_Boxing_Organization	Финикс_Санз	Всемирная_боксёрская_организация
247	9906294	Johann_Sebastian_Bach	55866	Vienna	28.25	Johann_Sebastian_Bach	Wien	یوهان_سباستیان_باخ	وین	Jean-Sébastien_Bach	Vienne_(Autriche)	Johann_Sebastian_Bach	Vienna	ヨハン・ゼバスティアン・バッハ	ウィーン	Johann_Sebastian_Bach	Wiedeń	Бах,_Иоганн_Себастьян	Вена
248	20405	Miles_Davis	53404	Frank_Gehry	28.2	Miles_Davis	Frank_Gehry	مایلز_دیویس	فرانک_گری	Miles_Davis	Frank_Gehry	Miles_Davis	Frank_Gehry	マイルス・デイヴィス	フランク・ゲーリー	Miles_Davis	Frank_Gehry	Дэвис,_Майлз	Фрэнк_Гери
249	158454	Dale_Earnhardt_Jr.	18271	Lamborghini	28.2	Dale_Earnhardt_junior	Lamborghini		لامبورگینی	Dale_Earnhardt_Jr.	Lamborghini	Dale_Earnhardt_Jr.	Lamborghini	デイル・アーンハート・ジュニア	ランボルギーニ	Dale_Earnhardt_Jr.	Lamborghini	Эрнхардт,_Дейл_(младший)	Lamborghini
250	265949	Qianlong_Emperor	60827	Cleopatra	27.75	Qianlong	Kleopatra_VII.	امپراتور_چیان‌لونگ	کلئوپاترا	Qianlong	Cléopâtre_VII	Qianlong	Cleopatra	乾隆帝	クレオパトラ7世	Qianlong	Kleopatra	Цяньлун	Клеопатра
251	11225	Ferrari	68187	FC_Barcelona	27.75	Ferrari	FC_Barcelona	فراری	باشگاه_فوتبال_بارسلونا	Ferrari_(entreprise)	FC_Barcelone_(football)	Ferrari	Futbol_Club_Barcelona	フェラーリ	FCバルセロナ	Ferrari	FC_Barcelona	Ferrari	Барселона_(футбольный_клуб)
252	33873	World_Trade_Organization	67704	London_School_of_Economics	27.75	Welthandelsorganisation	London_School_of_Economics_and_Political_Science	سازمان_تجارت_جهانی	مدرسه_اقتصاد_لندن	Organisation_mondiale_du_commerce	London_School_of_Economics	Organizzazione_mondiale_del_commercio	London_School_of_Economics_and_Political_Science	世界貿易機関	ロンドン・スクール・オブ・エコノミクス	Światowa_Organizacja_Handlu	London_School_of_Economics	Всемирная_торговая_организация	Лондонская_школа_экономики_и_политических_наук
253	381075	Moscow_Kremlin	4790115	White_House_Correspondents'_Association	27.4	Moskauer_Kreml	White_House_Correspondents’_Association	کرملین_مسکو		Kremlin_de_Moscou	Association_des_correspondants_de_la_Maison-Blanche	Cremlino_di_Mosca		クレムリン	ホワイトハウス記者協会	Kreml_moskiewski		Московский_Кремль	
254	21241	Norway	17867	London	27.0	Norwegen	London	نروژ	لندن	Norvège	Londres	Norvegia	Londra	ノルウェー	ロンドン	Norwegia	Londyn	Норвегия	Лондон
255	418944	Glenn_Beck	43715	John_McCain	27.0	Glenn_Beck	John_McCain	گلن_بک	جان_مک‌کین	Glenn_Beck	John_McCain		John_McCain	グレン・ベック	ジョン・マケイン		John_McCain	Бек,_Гленн	Маккейн,_Джон
256	2480627	McDonald's	40379651	IBM	26.75	McDonald’s	IBM	مک‌دونالد	آی‌بی‌ام	McDonald's	IBM	McDonald's	IBM	マクドナルド	IBM	McDonald’s	IBM	McDonald’s	IBM
257	11625	Fyodor_Dostoevsky	55866	Vienna	26.6	Fjodor_Michailowitsch_Dostojewski	Wien	فیودور_داستایفسکی	وین	Fiodor_Dostoïevski	Vienne_(Autriche)	Fëdor_Dostoevskij	Vienna	フョードル・ドストエフスキー	ウィーン	Fiodor_Dostojewski	Wiedeń	Достоевский,_Фёдор_Михайлович	Вена
258	172326	FC_Bayern_Munich	349679	Technical_University_of_Munich	26.6	FC_Bayern_München	Technische_Universität_München	باشگاه_فوتبال_بایرن_مونیخ	دانشگاه_فنی_مونیخ	Bayern_Munich	Université_technique_de_Munich	Fußball-Club_Bayern_München	Università_tecnica_di_Monaco	FCバイエルン・ミュンヘン	ミュンヘン工科大学	Bayern_Monachium	Uniwersytet_Techniczny_w_Monachium	Бавария_(футбольный_клуб)	Мюнхенский_технический_университет
259	3932850	Spanish_Armed_Forces	58236	United_States_Department_of_Homeland_Security	26.4	Spanische_Streitkräfte	Ministerium_für_Innere_Sicherheit_der_Vereinigten_Staaten	نیروهای_نظامی_اسپانیا	وزارت_امنیت_میهن_ایالات_متحده_آمریکا	Forces_armées_espagnoles	Département_de_la_Sécurité_intérieure_des_États-Unis	Fuerzas_Armadas_de_España	Dipartimento_della_sicurezza_interna_degli_Stati_Uniti_d'America	スペイン軍	アメリカ合衆国国土安全保障省	Siły_Zbrojne_Hiszpanii	Departament_Bezpieczeństwa_Krajowego_Stanów_Zjednoczonych	Вооружённые_силы_Испании	Министерство_внутренней_безопасности
260	231156	Richard_Pryor	31341	Tupac_Shakur	26.25	Richard_Pryor	Tupac_Shakur	ریچارد_پرایر	توپاک_شکور	Richard_Pryor	Tupac_Shakur	Richard_Pryor	Tupac_Shakur	リチャード・プライヤー	2パック	Richard_Pryor	Tupac_Shakur	Прайор,_Ричард	Шакур,_Тупак
261	381075	Moscow_Kremlin	15147	International_Olympic_Committee	26.25	Moskauer_Kreml	Internationales_Olympisches_Komitee	کرملین_مسکو	کمیته_بین‌المللی_المپیک	Kremlin_de_Moscou	Comité_international_olympique	Cremlino_di_Mosca	Comitato_Olimpico_Internazionale	クレムリン	国際オリンピック委員会	Kreml_moskiewski	Międzynarodowy_Komitet_Olimpijski	Московский_Кремль	Международный_олимпийский_комитет
262	21566	Noam_Chomsky	479944	Alcoa	26.0	Noam_Chomsky	Alcoa	نوآم_چامسکی	آلکوا	Noam_Chomsky	Alcoa	Noam_Chomsky	Alcoa	ノーム・チョムスキー	アルコア	Noam_Chomsky	Alcoa	Хомский,_Ноам	Alcoa
263	52627	Antonio_Banderas	68187	FC_Barcelona	25.8	Antonio_Banderas	FC_Barcelona	آنتونیو_باندراس	باشگاه_فوتبال_بارسلونا	Antonio_Banderas	FC_Barcelone_(football)	Antonio_Banderas	Futbol_Club_Barcelona	アントニオ・バンデラス	FCバルセロナ	Antonio_Banderas	FC_Barcelona	Бандерас,_Антонио	Барселона_(футбольный_клуб)
