	source_pid	source_ptitle	target_pid	target_ptitle	mean_score	source_ptitle_de	target_ptitle_de	source_ptitle_fa	target_ptitle_fa	source_ptitle_fr	target_ptitle_fr	source_ptitle_it	target_ptitle_it	source_ptitle_ja	target_ptitle_ja	source_ptitle_pl	target_ptitle_pl	source_ptitle_ru	target_ptitle_ru
154	512737	German_Army	156879	Spanish_Navy	59.3333	Heer_(Bundeswehr)	Armada_Española	ارتش_آلمان	نیروی_دریایی_اسپانیا	Heer_(Bundeswehr)	Armada_espagnole	Heer_(Bundeswehr)	Armada_Española	ドイツ陸軍_(ドイツ連邦軍)	スペイン海軍	Heer	Armada_Española	Сухопутные_войска_Германии	Военно-морские_силы_Испании
155	11625	Fyodor_Dostoevsky	8910	Dean_Koontz	59.2	Fjodor_Michailowitsch_Dostojewski	Dean_R._Koontz	فیودور_داستایفسکی	دین_کونتز	Fiodor_Dostoïevski	Dean_Koontz	Fëdor_Dostoevskij	Dean_Koontz	フョードル・ドストエフスキー	ディーン・R・クーンツ	Fiodor_Dostojewski	Dean_Koontz	Достоевский,_Фёдор_Михайлович	Кунц,_Дин
156	9906294	Johann_Sebastian_Bach	55866	Vienna	59.2	Johann_Sebastian_Bach	Wien	یوهان_سباستیان_باخ	وین	Jean-Sébastien_Bach	Vienne_(Autriche)	Johann_Sebastian_Bach	Vienna	ヨハン・ゼバスティアン・バッハ	ウィーン	Johann_Sebastian_Bach	Wiedeń	Бах,_Иоганн_Себастьян	Вена
157	19058	Munich	340454	Leipzig_University	59.2	München	Universität_Leipzig	مونیخ	دانشگاه_لایپزیگ	Munich	Université_de_Leipzig	Monaco_di_Baviera	Università_di_Lipsia	ミュンヘン	ライプツィヒ大学	Monachium	Uniwersytet_w_Lipsku	Мюнхен	Лейпцигский_университет
158	16553	Julia_Roberts	17782843	Lady_Gaga	58.6667	Julia_Roberts	Lady_Gaga	جولیا_رابرتس	لیدی_گاگا	Julia_Roberts	Lady_Gaga	Julia_Roberts	Lady_Gaga	ジュリア・ロバーツ	レディー・ガガ	Julia_Roberts	Lady_Gaga	Робертс,_Джулия	Леди_Гага
159	17238567	Guatemala	8060	Dominican_Republic	58.5	Guatemala	Dominikanische_Republik	گواتمالا	جمهوری_دومینیکن	Guatemala	République_dominicaine	Guatemala	Repubblica_Dominicana	グアテマラ	ドミニカ共和国	Gwatemala	Dominikana	Гватемала	Доминиканская_Республика
160	77880	Zinedine_Zidane	357488	Paris_Saint-Germain_F.C.	58.4	Zinédine_Zidane	Paris_Saint-Germain	زین‌الدین_زیدان	باشگاه_فوتبال_پاری_سن-ژرمن	Zinédine_Zidane	Paris_Saint-Germain_Football_Club	Zinédine_Zidane	Paris_Saint-Germain_Football_Club	ジネディーヌ・ジダン	パリ・サンジェルマンFC	Zinédine_Zidane	Paris_Saint-Germain_F.C.	Зидан,_Зинедин	Пари_Сен-Жермен
161	25391	Russia	32908	Warsaw	57.8333	Russland	Warschau	روسیه	ورشو	Russie	Varsovie	Russia	Varsavia	ロシア	ワルシャワ	Rosja	Warszawa	Россия	Варшава
162	24217897	Mughal_Empire	14653	Iran	57.75	Mogulreich	Iran	امپراتوری_گورکانی	ایران	Empire_moghol	Iran	Moghul	Iran	ムガル帝国	イラン	Wielcy_Mogołowie	Iran	Империя_Великих_Моголов	Иран
163	3354	Berlin	9474	European_Central_Bank	57.6667	Berlin	Europäische_Zentralbank	برلین	بانک_مرکزی_اروپا	Berlin	Banque_centrale_européenne	Berlino	Banca_centrale_europea	ベルリン	欧州中央銀行	Berlin	Europejski_Bank_Centralny	Берлин	Европейский_центральный_банк
164	419342	David_Cameron	197867	London_Stock_Exchange	57.5	David_Cameron	London_Stock_Exchange	دیوید_کامرون	بورس_لندن	David_Cameron	Bourse_de_Londres	David_Cameron	London_Stock_Exchange	デーヴィッド・キャメロン	ロンドン証券取引所	David_Cameron	London_Stock_Exchange	Кэмерон,_Дэвид	Лондонская_фондовая_биржа
165	534366	Barack_Obama	31956	United_Nations_Security_Council	57.5	Barack_Obama	Sicherheitsrat_der_Vereinten_Nationen	باراک_اوباما	شورای_امنیت_سازمان_ملل_متحد	Barack_Obama	Conseil_de_sécurité_des_Nations_unies	Barack_Obama	Consiglio_di_sicurezza_delle_Nazioni_Unite	バラク・オバマ	国際連合安全保障理事会	Barack_Obama	Rada_Bezpieczeństwa_Organizacji_Narodów_Zjednoczonych	Обама,_Барак	Совет_Безопасности_ООН
166	15872	J._R._R._Tolkien	18598186	Stan_Lee	57.4	J._R._R._Tolkien	Stan_Lee	جی._آر._آر._تالکین	استن_لی	J._R._R._Tolkien	Stan_Lee	J._R._R._Tolkien	Stan_Lee	J・R・R・トールキン	スタン・リー	J.R.R._Tolkien	Stan_Lee	Толкин,_Джон_Рональд_Руэл	Ли,_Стэн
167	2346975	Ban_Ki-moon	19698110	UNICEF	57.4	Ban_Ki-moon	UNICEF	بان_کی‌مون	یونیسف	Ban_Ki-moon	Fonds_des_Nations_unies_pour_l'enfance	Ban_Ki-moon	Fondo_delle_Nazioni_Unite_per_l'infanzia	潘基文	国際連合児童基金	Ban_Ki-moon	Fundusz_Narodów_Zjednoczonych_na_rzecz_Dzieci	Пан_Ги_Мун	ЮНИСЕФ
168	9602	Edinburgh	10363	European_Space_Agency	57.25	Edinburgh	Europäische_Weltraumorganisation	ادینبرا	آژانس_فضایی_اروپا	Édimbourg	Agence_spatiale_européenne	Edimburgo	Agenzia_spaziale_europea	エディンバラ	欧州宇宙機関	Edynburg	Europejska_Agencja_Kosmiczna	Эдинбург	Европейское_космическое_агентство
169	19698439	Oxfam	450053	Habitat_for_Humanity	56.6667	Oxfam	Habitat_for_Humanity	آکسفام		Oxfam_International	Habitat_for_Humanity_International	Oxfam		オックスファム		Oxfam	Habitat_for_Humanity	Оксфам	Habitat_for_Humanity_International
170	31750	Ukraine	17675	Lithuania	56.6	Ukraine	Litauen	اوکراین	لیتوانی	Ukraine	Lituanie	Ucraina	Lituania	ウクライナ	リトアニア	Ukraina	Litwa	Украина	Литва
171	26909	Silvio_Berlusconi	25433	Ronald_Reagan	56.0	Silvio_Berlusconi	Ronald_Reagan	سیلویو_برلوسکونی	رونالد_ریگان	Silvio_Berlusconi	Ronald_Reagan	Silvio_Berlusconi	Ronald_Reagan	シルヴィオ・ベルルスコーニ	ロナルド・レーガン	Silvio_Berlusconi	Ronald_Reagan	Берлускони,_Сильвио	Рейган,_Рональд
172	2150841	Lionel_Messi	218947	Derek_Jeter	55.75	Lionel_Messi	Derek_Jeter	لیونل_مسی	درک_جتر	Lionel_Messi	Derek_Jeter	Lionel_Messi	Derek_Jeter	リオネル・メッシ	デレク・ジーター	Lionel_Messi	Derek_Jeter	Месси,_Лионель	Джитер,_Дерек
173	1602349	University_of_the_Punjab	343949	Indian_Army	55.3333	University_of_the_Punjab		دانشگاه_پنجاب	نیروی_زمینی_هند	Université_du_Pendjab_(Lahore)	Armée_de_terre_indienne		Esercito_dell'India		インド陸軍	University_of_the_Punjab	Indian_Army	Университет_Пенджаба	Сухопутные_войска_Индии
174	1216	Athens	287713	United_States_Olympic_&_Paralympic_Committee	55.0	Athen	United_States_Olympic_Committee	آتن	کمیته_المپیک_ایالات_متحده	Athènes	Comité_olympique_des_États-Unis	Atene	Comitato_Olimpico_degli_Stati_Uniti	アテネ	アメリカオリンピック委員会	Ateny		Афины	Олимпийский_и_паралимпийский_комитет_США
175	231156	Richard_Pryor	31341	Tupac_Shakur	54.75	Richard_Pryor	Tupac_Shakur	ریچارد_پرایر	توپاک_شکور	Richard_Pryor	Tupac_Shakur	Richard_Pryor	Tupac_Shakur	リチャード・プライヤー	2パック	Richard_Pryor	Tupac_Shakur	Прайор,_Ричард	Шакур,_Тупак
176	33265	Winston_Churchill	581172	BBC_Worldwide	54.4	Winston_Churchill		وینستون_چرچیل	بی‌بی‌سی_جهانی	Winston_Churchill	BBC_Worldwide	Winston_Churchill	BBC_Worldwide	ウィンストン・チャーチル	BBCワールドワイド		BBC_Worldwide	Черчилль,_Уинстон	
177	418944	Glenn_Beck	43715	John_McCain	54.3333	Glenn_Beck	John_McCain	گلن_بک	جان_مک‌کین	Glenn_Beck	John_McCain		John_McCain	グレン・ベック	ジョン・マケイン		John_McCain	Бек,_Гленн	Маккейн,_Джон
178	27318	Singapore	17752	Laos	54.3333	Singapur	Laos	سنگاپور	لائوس	Singapour	Laos	Singapore	Laos	シンガポール	ラオス	Singapur	Laos	Сингапур	Лаос
179	170409	Colin_Firth	13041163	Adele	54.25	Colin_Firth	Adele_(Sängerin)	کالین_فرث	ادل	Colin_Firth	Adele	Colin_Firth	Adele_(cantante)	コリン・ファース	アデル_(歌手)	Colin_Firth	Adele	Ферт,_Колин	Адель_(певица)
180	36787	Budapest	27643	Shanghai	54.25	Budapest	Shanghai	بوداپست	شانگهای	Budapest	Shanghai	Budapest	Shanghai	ブダペスト	上海市	Budapeszt	Szanghaj	Будапешт	Шанхай
181	231156	Richard_Pryor	38965	Cary_Grant	54.0	Richard_Pryor	Cary_Grant	ریچارد_پرایر	کری_گرانت	Richard_Pryor	Cary_Grant	Richard_Pryor	Cary_Grant	リチャード・プライヤー	ケーリー・グラント	Richard_Pryor	Cary_Grant	Прайор,_Ричард	Грант,_Кэри
182	41601584	Hammurabi_I	1095706	Jesus	54.0		Jesus_Christus		عیسی	Hammurabi_Ier_d'Alep	Jésus-Christ	Hammurabi_I	Gesù		イエス・キリスト	Hammurapi_I	Jezus_Chrystus	Хаммурапи_I	Иисус_Христос
183	11983273	Aishwarya_Rai_Bachchan	129218	Screen_Actors_Guild	54.0	Aishwarya_Rai	Screen_Actors_Guild	آیشواریا_رای		Aishwarya_Rai		Aishwarya_Rai	Screen_Actors_Guild	アイシュワリヤー・ラーイ	映画俳優組合	Aishwarya_Rai	Screen_Actors_Guild	Рай,_Айшвария	Гильдия_киноактёров_США
184	54533	Lyndon_B._Johnson	5122699	John_Kerry	53.8333	Lyndon_B._Johnson	John_Kerry	لیندون_بی._جانسون	جان_کری	Lyndon_B._Johnson	John_Kerry	Lyndon_B._Johnson	John_Kerry	リンドン・ジョンソン	ジョン・フォーブズ・ケリー	Lyndon_B._Johnson	John_Kerry	Джонсон,_Линдон	Керри,_Джон
185	2447	Anton_Chekhov	22614	Oscar_Wilde	53.8	Anton_Pawlowitsch_Tschechow	Oscar_Wilde	آنتون_چخوف	اسکار_وایلد	Anton_Tchekhov	Oscar_Wilde	Anton_Pavlovič_Čechov	Oscar_Wilde	アントン・チェーホフ	オスカー・ワイルド	Anton_Czechow	Oscar_Wilde	Чехов,_Антон_Павлович	Уайльд,_Оскар
186	18622049	James_Earl_Jones	5792809	Angelina_Jolie	53.8	James_Earl_Jones	Angelina_Jolie	جیمز_ارل_جونز	آنجلینا_جولی	James_Earl_Jones	Angelina_Jolie	James_Earl_Jones	Angelina_Jolie	ジェームズ・アール・ジョーンズ	アンジェリーナ・ジョリー	James_Earl_Jones	Angelina_Jolie	Джонс,_Джеймс_Эрл	Джоли,_Анджелина
187	21241	Norway	17867	London	53.5	Norwegen	London	نروژ	لندن	Norvège	Londres	Norvegia	Londra	ノルウェー	ロンドン	Norwegia	Londyn	Норвегия	Лондон
188	22278	Ottoman_Empire	25391	Russia	53.4	Osmanisches_Reich	Russland	امپراتوری_عثمانی	روسیه	Empire_ottoman	Russie	Impero_ottomano	Russia	オスマン帝国	ロシア	Imperium_Osmańskie	Rosja	Османская_империя	Россия
189	3414021	George_W._Bush	34273	Yale_University	53.4	George_W._Bush	Yale_University	جرج_دابلیو._بوش	دانشگاه_ییل	George_W._Bush	Université_Yale	George_W._Bush	Università_Yale	ジョージ・W・ブッシュ	イェール大学	George_W._Bush	Uniwersytet_Yale	Буш,_Джордж_Уокер	Йельский_университет
190	63639	Volga	3010721	Soviet_Armed_Forces	53.25	Wolga	Streitkräfte_der_Sowjetunion	رود_ولگا		Volga	Armée_Rouge	Volga	Forze_armate_sovietiche	ヴォルガ川	ソビエト連邦軍	Wołga		Волга	Вооружённые_силы_СССР
191	12209	Gene_Kelly	875053	American_Ballet_Theatre	53.1667	Gene_Kelly	American_Ballet_Theatre	جین_کلی		Gene_Kelly	American_Ballet_Theatre	Gene_Kelly	American_Ballet_Theatre	ジーン・ケリー	アメリカン・バレエ・シアター	Gene_Kelly		Келли,_Джин	Американский_театр_балета
192	47905	Kolkata	10602335	IIT_Delhi	52.8333	Kalkutta		کلکته		Calcutta	Institut_indien_de_technologie_de_Delhi	Calcutta		コルカタ		Kolkata		Калькутта	
193	34820805	Yandang_Mountains	66890	People's_Liberation_Army	52.75	Yandangshan	Volksbefreiungsarmee		ارتش_آزادی‌بخش_خلق	Monts_Yandang	Armée_populaire_de_libération		Esercito_Popolare_di_Liberazione		中国人民解放軍		Chińska_Armia_Ludowo-Wyzwoleńcza		Народно-освободительная_армия_Китая
194	154099	Kim_Jong-il	10287	Hirohito	52.4	Kim_Jong-il	Hirohito	کیم_جونگ_ایل	هیروهیتو	Kim_Jong-il	Hirohito	Kim_Jong-il	Hirohito	金正日	昭和天皇	Kim_Dzong_Il	Hirohito	Ким_Чен_Ир	Хирохито
195	2150841	Lionel_Messi	33422	Wayne_Gretzky	52.2	Lionel_Messi	Wayne_Gretzky	لیونل_مسی	وین_گرتسکی	Lionel_Messi	Wayne_Gretzky	Lionel_Messi	Wayne_Gretzky	リオネル・メッシ	ウェイン・グレツキー	Lionel_Messi	Wayne_Gretzky	Месси,_Лионель	Гретцки,_Уэйн
196	16095	Jimi_Hendrix	39753	John_Philip_Sousa	51.8333	Jimi_Hendrix	John_Philip_Sousa	جیمی_هندریکس	جان_فیلیپ_سوزا	Jimi_Hendrix	John_Philip_Sousa	Jimi_Hendrix	John_Philip_Sousa	ジミ・ヘンドリックス	ジョン・フィリップ・スーザ	Jimi_Hendrix	John_Sousa	Хендрикс,_Джими	Суза,_Джон_Филип
197	21019	Michelangelo	606848	Catholic_Church	51.1667	Michelangelo	Römisch-katholische_Kirche	میکل‌آنژ	کلیسای_کاتولیک	Michel-Ange	Église_catholique	Michelangelo_Buonarroti	Chiesa_cattolica	ミケランジェロ・ブオナローティ	カトリック教会	Michał_Anioł	Kościół_katolicki	Микеланджело	Католическая_церковь
198	287713	United_States_Olympic_&_Paralympic_Committee	93729	World_Boxing_Organization	51.0	United_States_Olympic_Committee	World_Boxing_Organization	کمیته_المپیک_ایالات_متحده	سازمان_جهانی_بوکس	Comité_olympique_des_États-Unis	World_Boxing_Organization	Comitato_Olimpico_degli_Stati_Uniti	World_Boxing_Organization	アメリカオリンピック委員会	世界ボクシング機構		World_Boxing_Organization	Олимпийский_и_паралимпийский_комитет_США	Всемирная_боксёрская_организация
199	19058	Munich	21209639	Danube	51.0	München	Donau	مونیخ	دانوب	Munich	Danube	Monaco_di_Baviera	Danubio	ミュンヘン	ドナウ川	Monachium	Dunaj	Мюнхен	Дунай
200	3186173	Cornell_University_Press	248437	University_of_Massachusetts_Amherst	50.8333	Cornell_University_Press	University_of_Massachusetts_Amherst		دانشگاه_ماساچوست_در_امهرست	Cornell_University_Press	Université_du_Massachusetts_à_Amherst				マサチューセッツ大学アマースト校		University_of_Massachusetts_Amherst		
201	51585	New_Delhi	17791	Liberia	50.6667	Neu-Delhi	Liberia	دهلی_نو	لیبریا	New_Delhi	Liberia	Nuova_Delhi	Liberia	ニューデリー	リベリア	Nowe_Delhi	Liberia	Нью-Дели	Либерия
202	44361	Congo_River	21383	Nigeria	50.5	Kongo_(Fluss)	Nigeria	کنگو_(رود)	نیجریه	Congo_(fleuve)	Nigeria	Congo_(fiume)	Nigeria	コンゴ川	ナイジェリア	Kongo_(rzeka)	Nigeria	Конго_(река)	Нигерия
203	21244	Nile	358	Algeria	50.2	Nil	Algerien	نیل	الجزایر	Nil	Algérie	Nilo	Algeria	ナイル川	アルジェリア	Nil	Algieria	Нил	Алжир
204	172326	FC_Bayern_Munich	512737	German_Army	50.2	FC_Bayern_München	Heer_(Bundeswehr)	باشگاه_فوتبال_بایرن_مونیخ	ارتش_آلمان	Bayern_Munich	Heer_(Bundeswehr)	Fußball-Club_Bayern_München	Heer_(Bundeswehr)	FCバイエルン・ミュンヘン	ドイツ陸軍_(ドイツ連邦軍)	Bayern_Monachium	Heer	Бавария_(футбольный_клуб)	Сухопутные_войска_Германии
205	320706	David_Sedaris	43055	Buster_Keaton	49.8333	David_Sedaris	Buster_Keaton	دیوید_سداریس	باستر_کیتون	David_Sedaris	Buster_Keaton	David_Sedaris	Buster_Keaton		バスター・キートン	David_Sedaris	Buster_Keaton	Седарис,_Дэвид	Китон,_Бастер
206	16743	Karl_Marx	69680	Kurdistan_Workers'_Party	49.75	Karl_Marx	Arbeiterpartei_Kurdistans	کارل_مارکس	حزب_کارگران_کردستان	Karl_Marx	Parti_des_travailleurs_du_Kurdistan	Karl_Marx	Partito_dei_Lavoratori_del_Kurdistan	カール・マルクス	クルディスタン労働者党	Karl_Marx	Partia_Pracujących_Kurdystanu	Маркс,_Карл	Рабочая_партия_Курдистана
207	17546	Louvre	230962	Museo_del_Prado	49.75	Louvre	Museo_del_Prado	لوور	موزه_دل_پرادو	Musée_du_Louvre	Musée_du_Prado	Museo_del_Louvre	Museo_del_Prado	ルーヴル美術館	プラド美術館	Luwr	Prado	Лувр	Прадо
208	64962	Fred_Astaire	4802982	Ballets_Russes	49.6667	Fred_Astaire	Ballets_Russes	فرد_آستر	باله_روس	Fred_Astaire	Ballets_russes	Fred_Astaire	Balletti_russi	フレッド・アステア	バレエ・リュス	Fred_Astaire	Ballets_Russes	Фред_Астер	Русские_сезоны
209	9906294	Johann_Sebastian_Bach	6260	Claude_Debussy	49.4	Johann_Sebastian_Bach	Claude_Debussy	یوهان_سباستیان_باخ	کلود_دبوسی	Jean-Sébastien_Bach	Claude_Debussy	Johann_Sebastian_Bach	Claude_Debussy	ヨハン・ゼバスティアン・バッハ	クロード・ドビュッシー	Johann_Sebastian_Bach	Claude_Debussy	Бах,_Иоганн_Себастьян	Дебюсси,_Клод
210	3434750	United_States	18581242	Target_Corporation	49.3333	Vereinigte_Staaten	Target_Corporation	ایالات_متحده_آمریکا	تارگت	États-Unis	Target_Corporation	Stati_Uniti_d'America	Target_Corporation	アメリカ合衆国	ターゲット・コーポレーション	Stany_Zjednoczone	Target_Corporation	Соединённые_Штаты_Америки	Target
211	17123	Karachi	585629	Kyiv	49.0	Karatschi	Kiew	کراچی	کی200cیف	Karachi	Kiev	Karachi	Kiev	カラチ	キエフ	Karaczi	Kijów	Карачи	Киев
212	33265	Winston_Churchill	54533	Lyndon_B._Johnson	49.0	Winston_Churchill	Lyndon_B._Johnson	وینستون_چرچیل	لیندون_بی._جانسون	Winston_Churchill	Lyndon_B._Johnson	Winston_Churchill	Lyndon_B._Johnson	ウィンストン・チャーチル	リンドン・ジョンソン		Lyndon_B._Johnson	Черчилль,_Уинстон	Джонсон,_Линдон
213	41601584	Hammurabi_I	7515849	Syria	48.1667		Syrien		سوریه	Hammurabi_Ier_d'Alep	Syrie	Hammurabi_I	Siria		シリア	Hammurapi_I	Syria	Хаммурапи_I	Сирия
214	19763	Martin_Van_Buren	12153654	Elizabeth_II	48.0	Martin_Van_Buren	Elisabeth_II.	مارتین_ون_بیورن	الیزابت_دوم	Martin_Van_Buren	Élisabeth_II	Martin_Van_Buren	Elisabetta_II_del_Regno_Unito	マーティン・ヴァン・ビューレン	エリザベス2世	Martin_Van_Buren	Elżbieta_II	Ван_Бюрен,_Мартин	Елизавета_II
215	961213	Shanghai_Art_Museum	6613	Yangtze	47.8333	Kunstmuseum_Shanghai	Jangtsekiang		یانگ‌تسه	Musée_des_Beaux-Arts_de_Shanghai	Yangzi_Jiang		Fiume_Azzurro	上海美術館	長江		Jangcy	Шанхайский_художественный_музей	Янцзы
216	25391	Russia	21939	National_Security_Agency	46.5	Russland	National_Security_Agency	روسیه	آژانس_امنیت_ملی	Russie	National_Security_Agency	Russia	National_Security_Agency	ロシア	アメリカ国家安全保障局	Rosja	National_Security_Agency	Россия	Агентство_национальной_безопасности
217	381075	Moscow_Kremlin	22278	Ottoman_Empire	46.4	Moskauer_Kreml	Osmanisches_Reich	کرملین_مسکو	امپراتوری_عثمانی	Kremlin_de_Moscou	Empire_ottoman	Cremlino_di_Mosca	Impero_ottomano	クレムリン	オスマン帝国	Kreml_moskiewski	Imperium_Osmańskie	Московский_Кремль	Османская_империя
218	211518	Warren_Buffett	15251	International_Monetary_Fund	46.25	Warren_Buffett	Internationaler_Währungsfonds	وارن_بافت	صندوق_بین‌المللی_پول	Warren_Buffett	Fonds_monétaire_international	Warren_Buffett	Fondo_Monetario_Internazionale	ウォーレン・バフェット	国際通貨基金	Warren_Buffett	Międzynarodowy_Fundusz_Walutowy	Баффетт,_Уоррен	Международный_валютный_фонд
219	5042916	Canada	33873	World_Trade_Organization	46.1667	Kanada	Welthandelsorganisation	کانادا	سازمان_تجارت_جهانی	Canada	Organisation_mondiale_du_commerce	Canada	Organizzazione_mondiale_del_commercio	カナダ	世界貿易機関	Kanada	Światowa_Organizacja_Handlu	Канада	Всемирная_торговая_организация
220	17546	Louvre	357488	Paris_Saint-Germain_F.C.	46.0	Louvre	Paris_Saint-Germain	لوور	باشگاه_فوتبال_پاری_سن-ژرمن	Musée_du_Louvre	Paris_Saint-Germain_Football_Club	Museo_del_Louvre	Paris_Saint-Germain_Football_Club	ルーヴル美術館	パリ・サンジェルマンFC	Luwr	Paris_Saint-Germain_F.C.	Лувр	Пари_Сен-Жермен
221	13076	Gordon_Brown	54533	Lyndon_B._Johnson	45.75	Gordon_Brown	Lyndon_B._Johnson	گوردون_براون	لیندون_بی._جانسون	Gordon_Brown	Lyndon_B._Johnson	Gordon_Brown	Lyndon_B._Johnson	ゴードン・ブラウン	リンドン・ジョンソン	Gordon_Brown	Lyndon_B._Johnson	Браун,_Гордон	Джонсон,_Линдон
222	22621	Oceania	26769	South_America	45.5	Australien_und_Ozeanien	Südamerika		آمریکای_جنوبی		Amérique_du_Sud		America_meridionale	オセアニア	南アメリカ	Australia_i_Oceania	Ameryka_Południowa	Австралия_и_Океания	Южная_Америка
223	200414	Boston_Pops_Orchestra	248437	University_of_Massachusetts_Amherst	44.8	Boston_Pops_Orchestra	University_of_Massachusetts_Amherst	ارکستر_بوستون_پاپس	دانشگاه_ماساچوست_در_امهرست	Orchestre_Boston_Pops	Université_du_Massachusetts_à_Amherst	Boston_Pops_Orchestra		ボストン・ポップス・オーケストラ	マサチューセッツ大学アマースト校		University_of_Massachusetts_Amherst		
224	5422144	Taylor_Swift	7529378	Facebook	44.4	Taylor_Swift	Facebook	تیلور_سوئیفت	فیس‌بوک	Taylor_Swift	Facebook	Taylor_Swift	Facebook	テイラー・スウィフト	Facebook	Taylor_Swift	Facebook	Свифт,_Тейлор	Facebook
225	70718	Ivan_the_Terrible	31853	Uzbekistan	44.3333	Iwan_IV._(Russland)	Usbekistan	ایوان_چهارم	ازبکستان	Ivan_le_Terrible	Ouzbékistan	Ivan_IV_di_Russia	Uzbekistan	イヴァン4世	ウズベキスタン	Iwan_IV_Groźny	Uzbekistan	Иван_Грозный	Узбекистан
226	200734	Bell_hooks	282752	National_Endowment_for_the_Arts	44.25	Bell_hooks	National_Endowment_for_the_Arts	بل_هوکس	موقوفه_ملی_هنرها	Bell_hooks	National_Endowment_for_the_Arts	Bell_hooks	National_Endowment_for_the_Arts	ベル・フックス		Bell_hooks	National_Endowment_for_the_Arts	Белл_хукс	
227	15782	Jane_Austen	3970	British_Airways	44.1667	Jane_Austen	British_Airways	جین_آستن	بریتیش_ایرویز	Jane_Austen	British_Airways	Jane_Austen	British_Airways	ジェイン・オースティン	ブリティッシュ・エアウェイズ	Jane_Austen	British_Airways	Остин,_Джейн	British_Airways
228	3329087	Virgin_Media	31797	University_of_Oxford	43.5		University_of_Oxford	ویرجین_مدیا	دانشگاه_آکسفورد	Virgin_Media	Université_d'Oxford	Virgin_Media	Università_di_Oxford	ヴァージン・メディア	オックスフォード大学	Virgin_Media	Uniwersytet_Oksfordzki	Virgin_Media	Оксфордский_университет
229	313870	Mount_Ararat	606848	Catholic_Church	43.5	Ararat	Römisch-katholische_Kirche	کوه_آرارات	کلیسای_کاتولیک	Mont_Ararat	Église_catholique	Ararat	Chiesa_cattolica	アララト山	カトリック教会	Ararat	Kościół_katolicki	Арарат	Католическая_церковь
230	167293	Dionne_Warwick	645042	New_York_City	43.3333	Dionne_Warwick	New_York_City	دیان_وارویک	نیویورک	Dionne_Warwick	New_York	Dionne_Warwick	New_York	ディオンヌ・ワーウィック	ニューヨーク	Dionne_Warwick	Nowy_Jork	Уорвик,_Дайон	Нью-Йорк
231	3301347	Tony_Blair	5119376	John_F._Kennedy	43.0	Tony_Blair	John_F._Kennedy	تونی_بلر	جان_اف._کندی	Tony_Blair	John_Fitzgerald_Kennedy	Tony_Blair	John_Fitzgerald_Kennedy	トニー・ブレア	ジョン・F・ケネディ	Tony_Blair	John_F._Kennedy	Блэр,_Тони	Кеннеди,_Джон_Фицджералд
232	307	Abraham_Lincoln	11914121	Rand_Paul	43.0	Abraham_Lincoln	Rand_Paul	آبراهام_لینکلن	رند_پال	Abraham_Lincoln	Rand_Paul	Abraham_Lincoln	Rand_Paul	エイブラハム・リンカーン	ランド・ポール	Abraham_Lincoln	Rand_Paul	Линкольн,_Авраам	Пол,_Рэнд
233	30172853	Nicholas_II_of_Russia	30108	Tajikistan	42.5	Nikolaus_II._(Russland)	Tadschikistan	نیکلای_دوم	تاجیکستان	Nicolas_II	Tadjikistan	Nicola_II_di_Russia	Tagikiニコライ2世	タジキスタン	Mikołaj_II_Romanow	Tadżykistan	Николай_II	Таджикистан
234	31717	United_Kingdom	357488	Paris_Saint-Germain_F.C.	42.0	Vereinigtes_Königreich	Paris_Saint-Germain	بریتانیا	باشگاه_فوتبال_پاری_سن-ژرمن	Royaume-Uni	Paris_Saint-Germain_Football_Club	Regno_Unito	Paris_Saint-Germain_Football_Club	イギリス	パリ・サンジェルマンFC	Wielka_Brytania	Paris_Saint-Germain_F.C.	Великобритания	Пари_Сен-Жермен
235	222417	A._R._Rahman	39753	John_Philip_Sousa	42.0	A._R._Rahman	John_Philip_Sousa	ای.آر._رحمان	جان_فیلیپ_سوزا	Allah_Rakha_Rahman	John_Philip_Sousa	A._R._Rahman	John_Philip_Sousa	A・R・ラフマーン	ジョン・フィリップ・スーザ	A.R._Rahman	John_Sousa	Рахман,_Алла_Ракха	Суза,_Джон_Филип
236	53316	Palace_of_Versailles	69123	Forbidden_City	41.6667	Schloss_Versailles	Verbotene_Stadt	کاخ_ورسای	شهر_ممنوعه	Château_de_Versailles	Cité_interdite	Reggia_di_Versailles	Città_Proibita	ヴェルサイユ宮殿	紫禁城	Pałac_wersalski	Zakazane_Miasto	Версаль	Запретный_город
237	1907657	Dupont	54178	Miller_Brewing_Company	41.6667	Dupont	Miller_Brewing_Company	دوپونت_(ابهام‌زدایی)		Dupont_ou_Dupond	Miller_Brewing_Company	Dupont	Miller_Brewing_Company	デュポン_(曖昧さ回避)	ミラー_(ビール)	Dupont	Miller_Brewing_Company	Дюпон	
238	100254	Arjuna	17123	Karachi	41.6	Arjuna_(Mythologie)	Karatschi	ارجن	کراچی	Arjuna	Karachi	Arjuna	Karachi	アルジュナ	カラチ	Ardźuna	Karaczi	Арджуна	Карачи
239	23815630	FC_Dynamo_Voronezh	3010721	Soviet_Armed_Forces	41.5		Streitkräfte_der_Sowjetunion				Armée_Rouge		Forze_armate_sovietiche		ソビエト連邦軍	Dinamo_Woroneż		Динамо_(футбольный_клуб,_Воронеж)	Вооружённые_силы_СССР
